Name,Net_Worth_USD,Height_cm,Status,Source_of_Wealth
Ralph Clark,355933,203.69,Living,Construction
Edward Romero,355884,171.36,Deceased,Aerospace
Gabriel Greene,355711,205.67,Living,Entertainment
Thomas Cruz,355681,200.7,Deceased,Construction
Austin Scott Sr.,354880,169.98,Deceased,Sports
Justin Grant,354149,162.46,Living,Automotive
Sean Jackson,351502,189.26,Deceased,Transportation
Donald Reyes,351184,152.82,Deceased,Insurance
Dylan Snyder,350916,196.79,Deceased,Finance
Kevin Russell,350564,189.0,Deceased,Entertainment
Martin X. West,350223,190.17,Living,Healthcare
Jacob Elliott,349641,203.87,Living,Technology
Adam Edwards,349539,152.6,Deceased,Fashion
Kenneth K. Jordan,349454,173.49,Living,Mining
Jesse Perry,349078,171.52,Living,Luxury
James Harrison,348648,177.77,Living,Sports
Roy D. Cruz,348211,184.25,Living,Sports
Ronald Stone,347176,177.83,Living,Healthcare
Ethan Arnold,346678,173.59,Living,Manufacturing
Eric Mason,345770,170.91,Living,Telecommunications
Steven Foster,345487,199.84,Deceased,Construction
Jack Carter,344209,189.68,Deceased,Energy
Willie Morales,343540,183.82,Living,Real Estate
Martin Sanchez,342215,181.73,Deceased,Investment
Johnny Jimenez,340830,156.55,Deceased,Retail
Samuel Franklin,337907,176.32,Deceased,Technology
William Rogers,337388,150.36,Deceased,Banking
Jacob Gray,337294,164.11,Living,Entertainment
Harold Owens,337245,197.99,Living,Investment
Roger Simpson III,336936,199.79,Living,Telecommunications
John Patterson,336907,209.91,Living,Real Estate
Patrick Hamilton,334642,201.52,Deceased,Insurance
George Harper,334166,169.27,Deceased,Mining
Randy Parker,331399,175.37,Living,Aerospace
Jesse Ortiz,330318,191.42,Living,Energy
Nathan Rice,329941,153.02,Living,Banking
David Shaw,329769,204.63,Deceased,Manufacturing
Kevin Patterson,329183,182.62,Deceased,Manufacturing
Jesse Walker,329123,207.43,Living,Finance
Samuel Payne,329022,156.7,Deceased,Banking
Brandon R. Harris,328341,158.08,Living,Fashion
Carl Johnson,327997,177.1,Living,Technology
Peter Stephens II,326925,179.69,Deceased,Retail
Louis Murray,325138,159.21,Deceased,Banking
Brandon Ray,323433,205.83,Deceased,Construction
Eugene Henry,322593,197.95,Deceased,Sports
Scott Brooks,321091,160.88,Living,Banking
Ethan Parker,320872,170.26,Deceased,Manufacturing
James Patel,318603,192.09,Deceased,Real Estate
Henry Murray,317810,177.23,Deceased,Finance
James Castillo,317659,151.63,Living,Manufacturing
Ethan Austin,317348,168.92,Living,Fashion
Carl Arnold,317171,203.8,Living,Finance
Gregory Lawson,315794,167.15,Deceased,Entertainment
Nathan Bradley,315135,203.84,Deceased,Agriculture
Billy Thompson,314160,169.36,Deceased,Oil & Gas
Michael Fisher,314149,170.84,Deceased,Telecommunications
Samuel Kelley,313364,189.16,Living,Banking
Gerald Webb,312866,203.72,Living,Luxury
Steven Reyes,311635,202.44,Deceased,Manufacturing
Daniel Weaver Jr.,310634,153.07,Living,Energy
Bruce E. Sanders,307842,174.91,Deceased,Aerospace
Scott Hicks,306878,152.39,Deceased,Retail
Andrew Green,305387,150.51,Deceased,Healthcare
Edward Phillips,304514,166.16,Deceased,Transportation
Matthew Hicks,304071,173.9,Deceased,Technology
Jeffrey McDonald,302494,170.01,Deceased,Food & Beverage
Keith Boyd,301909,182.92,Living,Banking
Keith O. Thomas,299954,178.49,Deceased,Banking
Keith Gray,299705,186.52,Deceased,Agriculture
Robert Harper,299394,174.11,Living,Investment
Gabriel Sanchez,299377,155.02,Living,Oil & Gas
Austin Ellis,298910,162.11,Deceased,Food & Beverage
Matthew Walker,298046,178.84,Living,Fashion
Alexander Rivera,297481,170.11,Deceased,Banking
Carl Reyes Jr.,296793,197.15,Living,Media
Jordan Harris,296677,154.04,Deceased,Banking
Alan Adams,296007,170.89,Living,Banking
Johnny Armstrong,295898,196.68,Deceased,Media
Scott Marshall,294593,209.29,Living,Investment
Aaron Johnson,294476,169.98,Living,Energy
Alexander Owens,292444,165.62,Deceased,Telecommunications
Vincent Duncan,291128,207.07,Deceased,Healthcare
Jeremy Gordon,290235,179.05,Living,Fashion
Jesse Morales,289741,153.65,Deceased,Aerospace
Larry P. Nguyen,287831,176.98,Living,Healthcare
Patrick Z. Stone,285072,199.87,Living,Entertainment
Ralph Hudson,283304,187.55,Living,Retail
Brandon Ward,282607,156.98,Deceased,Manufacturing
Walter Gonzales,281243,187.85,Deceased,Healthcare
Adam Ruiz,279870,169.12,Deceased,Fashion
Jeremy Robinson,279392,199.34,Deceased,Telecommunications
Timothy Willis,279268,172.5,Deceased,Sports
Walter Roberts,278849,187.46,Living,Retail
Richard Wallace,278789,201.98,Living,Aerospace
Victor T. Hawkins,278381,157.22,Deceased,Pharmaceuticals
Bradley Rose,277284,192.06,Living,Sports
Samuel Porter,276436,164.7,Deceased,Entertainment
Roy Martin,274364,178.26,Living,Pharmaceuticals
Eugene Cruz,274233,193.06,Living,Energy
Steven B. Green,272444,177.68,Living,Healthcare
Stephen Sullivan,271638,159.14,Deceased,Fashion
Harold Chavez,270693,204.05,Deceased,Insurance
Ronald Rice,270358,171.31,Living,Finance
Dennis Porter,269783,205.72,Deceased,Mining
Michael Nelson,269240,184.63,Deceased,Energy
Vincent Butler,269073,185.51,Living,Investment
Douglas Fox,268872,159.69,Deceased,Insurance
Billy Harris,268456,208.17,Deceased,Finance
Christian Russell,268231,175.68,Deceased,Real Estate
Justin Graham,268046,205.17,Living,Food & Beverage
Bradley Lawrence,267612,185.88,Living,Entertainment
Nicholas Collins,267401,167.97,Deceased,Banking
Ethan Evans,267197,187.26,Deceased,Banking
Walter Gray,264681,185.13,Deceased,Oil & Gas
Matthew Castillo,264433,161.25,Deceased,Fashion
Donald Jones,264179,205.88,Living,Construction
Andrew Simmons Sr.,264032,172.8,Deceased,Media
Johnny Brown III,263585,180.72,Deceased,Agriculture
David Gomez,261747,150.03,Living,Media
Donald Coleman,261373,152.3,Deceased,Manufacturing
Scott Kelly,259877,185.96,Deceased,Healthcare
Roger Perkins,259538,186.83,Living,Healthcare
Kevin Cunningham,259337,154.56,Living,Luxury
George Cooper,258527,163.41,Living,Food & Beverage
Gregory Stone,258464,174.41,Deceased,Real Estate
Daniel Stephens,256254,150.61,Living,Construction
Wayne Nguyen,255552,171.73,Living,Transportation
Bobby Hunter,255133,209.85,Living,Agriculture
Richard Cruz,254595,189.72,Living,Energy
Alexander C. Knight,253938,152.8,Deceased,Insurance
Zachary Holmes,253888,156.01,Living,Manufacturing
Carl Kennedy,253874,189.28,Deceased,Aerospace
Eugene Hill,253628,204.46,Living,Food & Beverage
Christopher A. Owens,253010,158.22,Deceased,Transportation
Albert King,251698,187.24,Living,Media
Jeffrey Greene II,251642,155.47,Deceased,Food & Beverage
Kenneth Johnson,250899,156.81,Living,Retail
Charles Tucker,250877,185.46,Deceased,Retail
Victor Hughes,250096,207.4,Deceased,Retail
Andrew Castillo,249770,204.9,Deceased,Telecommunications
Alexander Evans,249743,156.83,Living,Oil & Gas
Nicholas Peters,249703,150.5,Deceased,Manufacturing
Larry Gutierrez,248900,197.98,Living,Media
Andrew Stephens,247727,198.34,Living,Oil & Gas
Austin Cook,247689,201.44,Living,Telecommunications
Paul Porter,246922,184.8,Living,Aerospace
Arthur Hunter,246421,186.9,Deceased,Energy
Ralph Hamilton,246329,186.76,Deceased,Luxury
Tyler Davis,245809,174.69,Deceased,Mining
Jacob Willis,245504,153.07,Living,Fashion
Gregory White,243694,208.58,Living,Oil & Gas
Bradley Jimenez,243515,162.83,Living,Finance
Billy B. Perry,242621,184.7,Living,Banking
Matthew Y. Edwards,242517,192.32,Deceased,Energy
Arthur James,241104,170.72,Living,Sports
Gerald Franklin III,240150,194.42,Living,Technology
Mark Kelly Jr.,240078,170.98,Deceased,Investment
Daniel Sanchez IV,238426,152.41,Deceased,Investment
Austin Shaw,232726,160.67,Deceased,Real Estate
Samuel Peters,232406,195.38,Deceased,Finance
Bryan Tucker,231923,199.92,Living,Insurance
Douglas Jenkins,231874,189.89,Deceased,Insurance
Dennis Gonzales,231193,205.66,Deceased,Banking
Jeffrey Baker,230296,157.93,Living,Media
Alexander Turner,230167,150.08,Deceased,Manufacturing
Daniel Jimenez,230040,191.71,Living,Healthcare
Charles Martin,229708,172.24,Deceased,Banking
Henry Romero,229385,151.7,Living,Banking
Alexander Wallace,229242,176.15,Deceased,Pharmaceuticals
Brandon Jordan,229021,153.27,Deceased,Manufacturing
Richard Reed,229010,198.45,Deceased,Media
Carl Fisher,228863,197.9,Living,Technology
Jose Castillo,228794,158.19,Deceased,Pharmaceuticals
Daniel Hamilton,228266,175.31,Deceased,Entertainment
Eugene Fox,226980,197.32,Deceased,Energy
Peter Campbell,226428,185.51,Living,Entertainment
Edward Alvarez,225920,198.56,Deceased,Retail
Scott Lopez,225037,207.88,Living,Agriculture
Wayne H. Murray,225004,153.36,Living,Energy
Richard Pierce,224479,203.3,Living,Healthcare
Dylan Mason,224294,195.23,Deceased,Insurance
Larry Webb,224011,189.42,Living,Luxury
Christopher Scott,222786,163.46,Living,Investment
Dylan Bell,222702,194.53,Deceased,Mining
Gregory T. Harrison,222681,168.62,Living,Luxury
Jack Nguyen,222067,159.3,Deceased,Technology
Michael Robinson,222042,208.98,Deceased,Aerospace
George Bennett,221882,162.24,Deceased,Technology
Louis Berry,221737,175.62,Deceased,Pharmaceuticals
Juan Brooks,221151,183.11,Living,Investment
Jonathan Reyes,220856,170.76,Living,Investment
David Stewart,218881,189.72,Living,Technology
Anthony Allen,218866,165.34,Living,Sports
Roger Phillips,218791,158.33,Deceased,Fashion
Kevin Butler,218584,201.18,Living,Manufacturing
Douglas Foster,218580,193.66,Living,Fashion
Lawrence Stone,217351,180.14,Deceased,Investment
Peter Powell,217306,206.74,Deceased,Entertainment
Nathan Ross,217284,201.68,Living,Agriculture
Jason Sullivan,216912,200.21,Deceased,Banking
Ethan Gibson Sr.,214099,168.63,Deceased,Pharmaceuticals
Louis S. Mason,213789,178.66,Deceased,Transportation
Steven Gomez,213436,154.16,Living,Insurance
Walter Hart,213385,150.99,Deceased,Retail
Gregory Ross,212830,163.25,Living,Construction
James U. Moore,212156,173.91,Living,Energy
Bobby Pierce,211235,153.43,Living,Entertainment
Albert Ruiz,208680,151.51,Deceased,Entertainment
John Williams,208644,157.75,Deceased,Manufacturing
Ronald Ray Sr.,208637,178.4,Living,Fashion
Aaron Ross,208444,189.03,Living,Mining
Alexander Gomez,208390,197.07,Living,Pharmaceuticals
Gerald Kelley,206931,176.83,Living,Sports
Edward Owens,206253,156.85,Living,Banking
Ethan Cox,205209,171.44,Deceased,Investment
Lawrence Porter,204858,179.49,Living,Fashion
Jason Long,204212,171.13,Deceased,Fashion
Christian Flores,204204,155.41,Deceased,Pharmaceuticals
Scott X. Peterson,203163,157.73,Deceased,Construction
Jeremy W. Jackson,202117,209.79,Deceased,Sports
Zachary Carpenter,201670,153.9,Living,Investment
Carl P. Franklin III,201429,177.03,Deceased,Banking
James Henry,201069,197.13,Living,Entertainment
Patrick Myers,200817,159.32,Deceased,Banking
Brian Cunningham,200406,159.66,Deceased,Luxury
Martin Hawkins,200052,156.54,Living,Construction
Benjamin Nguyen,199827,164.44,Living,Real Estate
Arthur Wood,199765,192.52,Deceased,Agriculture
Willie Henry,199695,188.55,Deceased,Transportation
Roy Phillips,198899,194.07,Living,Construction
Joshua V. Thomas,198421,205.78,Deceased,Automotive
James Evans,197268,203.6,Living,Transportation
Roger Davis,196676,195.86,Deceased,Automotive
Adam Arnold,196504,185.13,Living,Insurance
Jacob Ramirez,196472,166.63,Deceased,Manufacturing
Randy F. Scott,195991,188.72,Deceased,Oil & Gas
Gary Brooks,195900,204.42,Deceased,Automotive
Gary S. Cooper,194550,153.51,Living,Oil & Gas
Alan McDonald,194527,160.57,Deceased,Aerospace
Joshua Coleman,193943,191.43,Living,Pharmaceuticals
Mason Jenkins,193071,174.91,Deceased,Agriculture
Justin Riley,192621,167.12,Living,Agriculture
Bobby Peterson,192117,206.78,Deceased,Telecommunications
Juan Butler,192056,198.77,Deceased,Pharmaceuticals
Tyler Young,190653,171.8,Deceased,Pharmaceuticals
Kenneth Ellis,190175,181.61,Living,Aerospace
Stephen Gardner,189756,153.87,Deceased,Manufacturing
Larry Franklin,189739,204.6,Living,Technology
Robert Cole,189415,164.22,Deceased,Luxury
Stephen Patterson,189259,181.51,Deceased,Transportation
Jeffrey Adams,189082,171.08,Deceased,Food & Beverage
David Castillo,188056,205.36,Deceased,Fashion
Justin Sullivan,187923,175.72,Deceased,Fashion
Roger Mitchell,186037,164.69,Living,Pharmaceuticals
Jose Alvarez,185380,157.48,Deceased,Energy
Bradley West,184267,207.11,Living,Luxury
David Mitchell,183978,151.75,Deceased,Fashion
Albert Willis,183581,196.92,Deceased,Mining
Kyle Hawkins,183360,165.34,Living,Insurance
Roy Wells,183330,154.03,Living,Finance
Nicholas Gray Jr.,182634,190.92,Deceased,Oil & Gas
Louis Perkins,182450,172.97,Living,Manufacturing
Edward King,182292,165.1,Living,Construction
Donald Howard,181337,193.64,Living,Food & Beverage
Christopher Sanchez,180912,200.29,Living,Aerospace
Samuel Burns,180901,159.01,Deceased,Insurance
Zachary Evans,179501,180.16,Deceased,Automotive
Walter Collins,179241,172.35,Living,Mining
Alexander Dunn IV,178911,187.82,Living,Telecommunications
Gerald Harper,178819,192.44,Deceased,Insurance
Harold F. Powell,178582,173.37,Deceased,Telecommunications
Andrew Simpson,178434,169.72,Living,Food & Beverage
Gabriel Owens,177873,152.76,Deceased,Sports
Brandon T. Reed IV,177229,161.37,Living,Banking
Charles Fisher,177127,206.57,Deceased,Mining
Martin Knight,176795,196.61,Living,Insurance
Daniel Wagner,176729,153.51,Deceased,Energy
Timothy Rivera,176532,171.54,Deceased,Sports
Ronald Parker,176357,180.06,Living,Transportation
Bryan N. Duncan,176167,158.92,Living,Real Estate
Roy Lane,175989,195.25,Deceased,Retail
Sean Palmer,175172,200.48,Living,Insurance
Gregory White,173595,164.36,Deceased,Insurance
Jerry Grant IV,173350,192.21,Living,Technology
Michael Watson,172286,184.0,Deceased,Retail
Paul Henderson,171923,164.81,Deceased,Aerospace
Roger Hart,171815,179.21,Deceased,Transportation
Matthew Sanders,171312,170.8,Deceased,Fashion
Jordan James,169947,205.65,Deceased,Media
William Greene,169835,190.15,Living,Transportation
Johnny Fox,169611,186.58,Deceased,Retail
Ralph Perry,169205,202.95,Living,Luxury
Victor Greene,169177,179.25,Living,Finance
Charles Ramos,169005,195.94,Deceased,Telecommunications
Billy Sanders,168981,173.36,Living,Telecommunications
Donald Simpson,168843,174.84,Living,Retail
James Wood III,168770,190.71,Deceased,Banking
Bobby Watson,168225,150.76,Living,Oil & Gas
Bradley Cole,168222,170.45,Deceased,Finance
Joe Perez,168174,181.91,Deceased,Automotive
Anthony Peterson,167751,200.85,Living,Entertainment
Nicholas Thomas,167660,201.77,Living,Manufacturing
Gabriel Gonzales,167310,195.43,Deceased,Construction
Samuel Anderson,167040,187.32,Living,Technology
Alexander Stephens,166623,162.01,Living,Transportation
Roy Stephens,166533,189.55,Living,Telecommunications
Mark Cruz,165691,160.64,Deceased,Banking
Roger O. Mills,165479,208.82,Deceased,Pharmaceuticals
Eric Davis,165048,179.64,Living,Entertainment
Christian Austin,164921,163.52,Living,Luxury
Victor West,164779,159.63,Deceased,Banking
Alexander Hunter,164551,183.34,Deceased,Oil & Gas
Kenneth Morris,162880,193.89,Living,Entertainment
Ethan Hunt,162861,187.17,Deceased,Technology
Thomas Fisher,161860,196.8,Living,Finance
Mark Nichols,161593,168.06,Living,Agriculture
Dennis Matthews IV,161433,165.39,Deceased,Technology
Billy Ray,161396,204.91,Deceased,Real Estate
Jeremy Howard,160561,190.7,Living,Construction
Ethan Gray,160034,169.64,Living,Fashion
Roy Morgan,159761,178.04,Living,Entertainment
Bruce Greene,159758,171.25,Living,Fashion
Adam Weaver,159733,179.19,Living,Aerospace
Samuel Butler,159219,204.16,Deceased,Retail
Nathan Long,158407,198.18,Deceased,Entertainment
Alexander Watkins,158096,179.71,Deceased,Telecommunications
Richard Mitchell,157830,171.93,Deceased,Real Estate
Gary O. McDonald,157699,179.96,Living,Agriculture
Dylan Castillo,156870,155.28,Living,Entertainment
James Simmons,156802,170.68,Living,Retail
Johnny Diaz,156597,206.13,Living,Retail
Alexander Woods,156022,186.9,Living,Telecommunications
Victor Rivera,154923,152.84,Deceased,Aerospace
Gregory I. James,154074,151.71,Deceased,Pharmaceuticals
Jeffrey X. Hill,153680,199.17,Living,Mining
Zachary Willis,153603,178.19,Living,Sports
Thomas Ross,153473,194.6,Living,Technology
Jonathan Gonzales II,153074,178.41,Living,Agriculture
Gabriel Miller,152172,179.21,Living,Investment
Alexander Mitchell,152100,176.66,Deceased,Investment
Albert V. Evans,151931,151.95,Deceased,Telecommunications
Jonathan Warren,151693,209.12,Deceased,Construction
Eric Elliott,151020,186.83,Deceased,Luxury
Lawrence Hill,150965,173.12,Deceased,Mining
James Wallace,150670,206.99,Deceased,Luxury
Philip Anderson,150050,150.09,Deceased,Media
Gerald Collins,149744,197.06,Deceased,Entertainment
Jacob Perez,148884,209.18,Living,Real Estate
Ethan V. Alexander,148616,186.9,Living,Media
Alexander Torres,148441,181.21,Living,Transportation
Gregory Garcia,147868,183.38,Deceased,Manufacturing
Larry Williams,147517,197.75,Living,Insurance
Kyle Kennedy,146741,194.46,Living,Entertainment
Bobby Mendoza,146546,201.65,Deceased,Luxury
James Barnes,146400,185.71,Deceased,Real Estate
Victor Harper,146005,160.02,Deceased,Sports
Wayne Young,145676,176.3,Living,Investment
Brian Hunter,145081,164.17,Deceased,Luxury
Stephen Hicks,144941,163.78,Living,Pharmaceuticals
Jesse Payne,143851,195.93,Deceased,Healthcare
Gary Snyder,142574,159.38,Living,Real Estate
Kyle Carroll,142503,160.68,Living,Agriculture
Charles F. Ray,141861,179.11,Deceased,Agriculture
Nicholas Johnson,141589,175.16,Living,Mining
Alexander Sanders,141023,190.98,Living,Healthcare
Alan Elliott,140959,176.62,Living,Pharmaceuticals
Alan Sims IV,140356,173.93,Living,Telecommunications
Dennis Morales,139656,203.71,Living,Construction
Thomas Rogers,139499,165.61,Living,Food & Beverage
Zachary Stone,138986,196.09,Living,Oil & Gas
Vincent Torres,138786,168.8,Living,Banking
George Harrison,138711,200.42,Deceased,Retail
Brian Ramos,138691,176.03,Deceased,Healthcare
Dennis Parker,138666,205.16,Deceased,Manufacturing
George Miller,136643,179.85,Deceased,Real Estate
Peter Davis,136061,187.93,Living,Transportation
Henry Foster,135918,170.55,Living,Entertainment
Gabriel P. Duncan,135594,193.21,Living,Investment
George Olson,135242,195.93,Living,Construction
Dennis Nelson,135044,151.51,Living,Fashion
Carl Butler,134047,203.85,Living,Finance
Jacob Austin,133518,205.8,Deceased,Aerospace
Gregory Nguyen,133492,186.65,Deceased,Food & Beverage
Vincent Ray,133084,196.94,Living,Telecommunications
Roy Coleman,132791,166.33,Living,Sports
Keith I. Knight,132618,158.3,Living,Manufacturing
Thomas Ramos,132444,150.69,Deceased,Mining
Justin Lawrence,132308,188.73,Living,Telecommunications
Adam Warren,132086,152.79,Living,Automotive
Gabriel Mills,131296,156.61,Living,Luxury
Arthur B. Ramos,130822,177.88,Deceased,Entertainment
Mason Dunn,130756,161.56,Deceased,Transportation
Johnny Kelly,130294,179.97,Deceased,Entertainment
Sean Davis Sr.,130270,193.59,Living,Insurance
Samuel Lee,130266,200.97,Living,Agriculture
Christian Romero,130163,157.26,Deceased,Entertainment
Jack Hicks,130139,162.95,Deceased,Energy
Andrew V. Hudson,130076,179.17,Living,Insurance
Kenneth Graham,129488,168.78,Living,Construction
Ethan Collins,129392,198.72,Deceased,Aerospace
Albert Warren,129305,190.74,Deceased,Healthcare
Louis Harrison Jr.,127730,197.12,Living,Finance
Tyler West,127071,156.03,Deceased,Finance
William Nguyen,126129,202.54,Living,Luxury
Sean Nichols,126044,188.69,Living,Real Estate
Roy Payne,125352,158.62,Living,Investment
Jonathan Peterson,125234,204.41,Deceased,Transportation
Arthur Hudson,124349,173.46,Deceased,Insurance
Kyle Gardner,123937,154.72,Living,Energy
Johnny Gonzales,123776,204.06,Deceased,Transportation
Paul Ramos,123552,166.44,Living,Food & Beverage
Tyler White,123542,153.76,Living,Insurance
Matthew Gardner,122698,166.1,Deceased,Manufacturing
Roy Brown,122660,173.62,Living,Healthcare
Ethan Gordon,122579,150.51,Living,Telecommunications
Roger Bailey,122426,189.69,Living,Insurance
Ryan Greene,121876,189.28,Deceased,Mining
Jose Grant,121310,180.05,Living,Luxury
Alexander K. Taylor,121307,155.83,Deceased,Luxury
Jack Henry,120671,181.41,Living,Banking
Bruce Diaz,120351,157.68,Living,Oil & Gas
Michael Greene,120041,205.92,Living,Technology
Christian Wright,119685,176.02,Deceased,Fashion
Donald Price,119641,167.93,Deceased,Healthcare
Steven Andrews,119474,151.24,Living,Retail
Matthew Ward,118609,181.37,Living,Energy
Albert Jenkins,118475,155.57,Deceased,Transportation
Billy Martin,118103,156.18,Living,Oil & Gas
Daniel S. Myers,118037,199.26,Living,Luxury
Johnny Campbell,117719,188.42,Living,Oil & Gas
Jeffrey Jones,117520,206.69,Deceased,Construction
Kyle Cunningham,117069,189.15,Deceased,Media
Bruce Russell,116728,202.52,Living,Media
Bradley Chavez,116622,194.35,Living,Healthcare
Walter T. Simmons Sr.,116527,200.46,Deceased,Healthcare
Scott Weaver,116495,153.09,Living,Healthcare
Sean Howard,116378,155.21,Deceased,Telecommunications
Steven Morgan,116288,153.22,Deceased,Healthcare
Douglas Bradley,115505,178.88,Living,Oil & Gas
Douglas Nguyen,115485,156.78,Deceased,Sports
Matthew Nichols,114652,167.3,Deceased,Pharmaceuticals
Austin Austin,114630,171.29,Living,Transportation
Walter Nichols,114621,182.34,Deceased,Mining
Adam Ferguson,114489,153.46,Deceased,Fashion
Scott U. Henry,114246,157.68,Deceased,Investment
Douglas A. Gomez,114033,170.78,Living,Media
George Flores,113879,196.28,Living,Investment
Juan Gutierrez,113869,173.16,Living,Real Estate
Kevin V. Simmons,113790,156.2,Deceased,Technology
Ronald Coleman,113456,165.03,Living,Finance
Dennis J. Jordan,113075,168.29,Living,Energy
Michael Berry,113065,193.79,Living,Pharmaceuticals
Michael Thompson IV,112742,203.92,Living,Retail
Bradley Bradley,112709,181.65,Deceased,Manufacturing
Richard B. Jones,112210,170.78,Deceased,Real Estate
Patrick Ruiz,112110,168.13,Deceased,Automotive
Adam Barnes,112025,176.34,Living,Food & Beverage
Richard Patterson,111763,186.46,Living,Real Estate
Brian Martin,111758,198.78,Living,Energy
Douglas Cunningham,111500,165.04,Living,Construction
Nicholas Knight,110824,169.66,Deceased,Finance
Harold Chavez,110117,195.75,Living,Oil & Gas
Jesse Henderson,108997,200.46,Deceased,Construction
George Brooks,108963,169.13,Deceased,Healthcare
Jose Ramos IV,108562,175.29,Deceased,Telecommunications
Albert Owens,108556,169.9,Living,Pharmaceuticals
Austin Palmer,108415,181.46,Deceased,Manufacturing
Mark Holmes,108297,166.32,Living,Luxury
David Cox,108159,150.32,Living,Insurance
Bruce Parker,106939,153.93,Living,Finance
Patrick Morales,106842,184.86,Living,Insurance
James Bell,106367,151.14,Deceased,Construction
Lawrence Adams,106199,205.17,Living,Retail
Dennis Romero,105795,190.49,Deceased,Automotive
Victor Anderson,105301,202.22,Deceased,Construction
Paul Watkins,104784,205.42,Deceased,Construction
Michael Perkins,104738,153.76,Living,Healthcare
Jacob Moore,104714,174.52,Deceased,Sports
Arthur Boyd IV,104227,172.67,Deceased,Agriculture
Jesse Taylor,104212,186.02,Living,Fashion
Peter Anderson,103952,191.32,Deceased,Agriculture
Gregory Morris,103868,196.96,Living,Manufacturing
Eugene Pierce,103748,184.04,Deceased,Retail
Jesse Sanders,103695,199.91,Living,Aerospace
Jesse Hughes,103033,163.84,Living,Manufacturing
Wayne Scott,103000,178.38,Living,Transportation
Gary Baker II,102810,179.53,Deceased,Aerospace
Joshua Bradley,102645,208.23,Deceased,Sports
Jesse Owens,101914,178.66,Living,Energy
Brandon Greene,101666,152.79,Deceased,Automotive
Vincent Hudson,101281,151.19,Living,Real Estate
Robert Parker,101111,189.71,Living,Energy
Gerald Kelly,101029,176.91,Living,Banking
Christopher Reynolds,100916,208.22,Living,Transportation
Charles L. Green,100718,204.74,Living,Entertainment
Robert Harris,100621,172.71,Deceased,Telecommunications
Brian Berry,100407,153.96,Deceased,Automotive
Ethan Harrison Sr.,100188,200.67,Deceased,Real Estate
Bruce Wright,100104,155.37,Deceased,Pharmaceuticals
Victor Reyes,100022,169.33,Deceased,Manufacturing
Stephen Reyes,100022,175.06,Deceased,Real Estate
Bruce Evans,99955,163.55,Deceased,Energy
Gerald Simpson,99893,153.63,Deceased,Construction
James L. Morgan Jr.,99294,181.57,Living,Retail
Justin Hudson,99134,200.4,Deceased,Telecommunications
James Hughes,99058,197.62,Living,Manufacturing
Gary Rodriguez,98890,194.83,Living,Pharmaceuticals
Justin Cole,98590,208.85,Deceased,Media
Walter Castillo,98590,183.92,Deceased,Investment
James Nichols,98507,204.56,Deceased,Energy
Steven C. Snyder,98503,171.49,Living,Agriculture
Sean Jordan,98078,150.35,Living,Manufacturing
Benjamin Hunter,97917,177.52,Deceased,Sports
Roger Ray Jr.,97710,160.13,Deceased,Energy
Douglas Smith,97537,170.27,Deceased,Telecommunications
Keith King Jr.,97493,184.66,Living,Mining
Keith Murray,97440,163.91,Deceased,Healthcare
Jason Reed IV,97433,153.05,Deceased,Luxury
William Brown,97393,197.79,Deceased,Media
Bradley Gomez,97325,186.01,Living,Insurance
Richard Lawson,97270,175.45,Deceased,Oil & Gas
Benjamin Andrews,97117,186.05,Living,Fashion
Ronald Gibson,97111,205.87,Living,Technology
Bryan Mills,97022,193.67,Living,Pharmaceuticals
Juan Woods,97005,190.17,Deceased,Mining
Ethan Matthews,96821,151.33,Living,Food & Beverage
Billy Lee,96654,184.75,Living,Agriculture
Roy Hernandez,96245,203.83,Living,Oil & Gas
Brandon L. Long,96089,152.04,Living,Finance
Jacob Hughes,95824,187.88,Deceased,Technology
Benjamin Watkins,95689,183.86,Deceased,Retail
Jacob Davis,95498,180.56,Deceased,Luxury
Jeffrey Ward,95489,156.29,Living,Agriculture
John Ramos,95269,194.66,Living,Investment
Louis Brown,94810,159.08,Deceased,Insurance
Bryan Carroll III,94536,155.04,Deceased,Fashion
Paul Mitchell,94331,191.29,Deceased,Real Estate
Roger Holmes,93967,180.82,Living,Banking
Johnny Wilson,93895,207.9,Deceased,Investment
Jesse Owens,93841,152.88,Living,Aerospace
Kenneth Davis,93836,186.0,Deceased,Food & Beverage
Zachary S. Watson,93813,189.71,Deceased,Pharmaceuticals
Arthur Stewart,93800,166.76,Deceased,Construction
Donald Fox,93724,165.02,Deceased,Investment
Lawrence Wallace,93504,164.64,Deceased,Aerospace
Gabriel Turner,93474,206.7,Deceased,Agriculture
Paul Wallace,93366,167.87,Living,Energy
Alan B. Ross,93207,170.59,Living,Healthcare
Carl Jackson,93133,181.94,Living,Insurance
Paul I. Andrews,93112,164.79,Deceased,Technology
Larry Clark,92536,155.4,Living,Automotive
Bruce Porter,92322,193.52,Living,Fashion
Bradley H. Ruiz,92259,181.54,Living,Mining
Tyler Morales,92019,209.66,Living,Pharmaceuticals
Brandon F. Stone,91851,205.44,Deceased,Entertainment
Arthur Turner,91770,186.03,Deceased,Luxury
Aaron Hawkins,91765,152.12,Deceased,Manufacturing
Douglas Willis,91566,168.21,Living,Telecommunications
Thomas Stewart,91543,188.12,Living,Manufacturing
Jason Butler,91394,191.41,Living,Luxury
Jeremy Chavez,91133,185.96,Living,Media
